system:index,NBR_amp,NBR_mean,NBR_pha,NDMI_amp,NDMI_mean,NDMI_pha,NDVI_amp,NDVI_mean,NDVI_pha,cls,elev,ptid,slope,.geo
410_0,0.06411941966421979,0.6192449,2.5062587065082487,0.09068982911495986,0.36455578,2.527415735770444,0.05333914870376714,0.7723264,2.5356362874472036,2,2885,410,26.838095,"{""type"":""MultiPoint"",""coordinates"":[]}"
411_0,0.04426437300611974,0.6260524,2.9763507451523195,0.03541892568295705,0.33932248,-3.1070989354155647,0.04805584852247406,0.7988505,2.5706132297702315,2,2688,411,35.729294,"{""type"":""MultiPoint"",""coordinates"":[]}"
412_0,0.03725074567695081,0.6788704,2.5867514594737835,0.04089979650168586,0.4046666,2.732960639675874,0.03622709223988628,0.8302888,2.3183677334689348,2,2428,412,26.345348,"{""type"":""MultiPoint"",""coordinates"":[]}"
413_0,0.05812358001731286,0.64739096,2.490007941130834,0.05036620672992825,0.3763982,2.5599285650827373,0.0600405295723381,0.8163847,2.402830291392717,2,2964,413,21.017723,"{""type"":""MultiPoint"",""coordinates"":[]}"
414_0,0.03381674840887058,0.66978085,2.3816603570203583,0.03834868792895133,0.42052776,2.5263712111281085,0.04640075162300984,0.80779094,2.4069811029133623,2,3210,414,36.57072,"{""type"":""MultiPoint"",""coordinates"":[]}"
415_0,0.03039966085544597,0.76818115,2.838170518623473,0.03299851319408629,0.510598,2.816056070828858,0.02636620849270854,0.86585116,2.7146609792863123,2,1549,415,22.821838,"{""type"":""MultiPoint"",""coordinates"":[]}"
416_0,0.031160404108612785,0.7149275,2.846963413008813,0.028409625316984075,0.44014972,2.914202980919465,0.022891966884963085,0.85997814,2.643309113938278,2,2605,416,38.927357,"{""type"":""MultiPoint"",""coordinates"":[]}"
417_0,0.017325780385404523,0.6032401,3.116854583180719,0.020736859684180927,0.3549328,2.6695615004649014,0.02920858280855083,0.7637079,2.8935958145641445,2,3490,417,40.7538,"{""type"":""MultiPoint"",""coordinates"":[]}"
418_0,0.049800698413716156,0.68218726,2.4449570474559854,0.053869730483753486,0.41819155,2.4316843393505225,0.046196435483083886,0.8266893,2.364197486672607,2,2881,418,39.14678,"{""type"":""MultiPoint"",""coordinates"":[]}"
419_0,0.03376423123198635,0.7253261,2.4477894445161636,0.041828794343686894,0.4731174,2.5207485902989593,0.038051632521623864,0.83403486,2.520737486667332,2,2778,419,25.4918,"{""type"":""MultiPoint"",""coordinates"":[]}"
420_0,0.045033082393603936,0.58055186,2.213037499877823,0.04310853913942228,0.3309909,2.898435117298066,0.04857362690633385,0.733613,-3.0340781914639994,2,2818,420,45.11853,"{""type"":""MultiPoint"",""coordinates"":[]}"
421_0,0.034383967962146156,0.69422,2.7432612788522923,0.03374502456970679,0.41712564,2.8215842602882932,0.03079487546573761,0.8520135,2.5967156516746472,2,2352,421,16.727018,"{""type"":""MultiPoint"",""coordinates"":[]}"
422_0,0.04451642196001047,0.68634665,2.3105601451093163,0.050523700291188745,0.43059728,2.250426356797623,0.04051355001424827,0.83944803,2.4083797627586505,2,2510,422,30.438646,"{""type"":""MultiPoint"",""coordinates"":[]}"
423_0,0.031503983106614356,0.674638,2.832124170079415,0.033082876832158103,0.39584312,2.9357060081446846,0.0433723602147291,0.832555,2.516994225495137,2,2846,423,28.60311,"{""type"":""MultiPoint"",""coordinates"":[]}"
424_0,0.03555283852880086,0.71612763,-2.8758168315723123,0.017412657317351515,0.46021342,-2.1440312049756893,0.04120240929402809,0.824122,-1.99317248767472,2,1280,424,27.548035,"{""type"":""MultiPoint"",""coordinates"":[]}"
425_0,0.052462525763200187,0.67245245,2.0395760547675303,0.03329133048630334,0.42821753,2.2201911819275404,0.06542309063078637,0.8233372,2.0070355909007214,2,2996,425,51.90963,"{""type"":""MultiPoint"",""coordinates"":[]}"
426_0,0.03967207344092843,0.7018014,-3.0808612413224847,0.02319470522678999,0.4400058,3.0435679070455235,0.04816566917449044,0.84332275,2.6021635346156597,2,2973,426,15.504374,"{""type"":""MultiPoint"",""coordinates"":[]}"
427_0,0.02873454203739435,0.6268141,-2.5925101813095326,0.042601266481504835,0.3429699,-2.876129117513581,0.026756231987998626,0.7903522,-2.392635718249402,2,2479,427,33.028282,"{""type"":""MultiPoint"",""coordinates"":[]}"
428_0,0.05249799088602192,0.64422536,2.793906943834302,0.047956902560578295,0.36841103,2.951711005230846,0.06271905919387478,0.82699114,2.488394703670508,2,2970,428,41.95341,"{""type"":""MultiPoint"",""coordinates"":[]}"
