ptid,cls,NDRE_fstd1,NDRE_fstd2,NDRE_fstd4,NDVI_fstd2,NDVI_fstd4,glcm2_contrast,glcm2_ent,glcm2_idm,glcm2_var,glcm4_contrast,glcm4_ent,VH,VH_fstd2,L_HH,L_HV,L_HHHV,L_HV_fstd2
180,1,0.04729741291874774,0.0411399730161031,0.034170707092844525,0.054357266931246075,0.04034156999905348,20.825,3.3649890074310416,0.2818377961494551,15.825585937504002,11.763020833333334,4.085805059444223,-12.558376120280359,0.7651788091122746,-7.473241807596494,-10.156647311901096,2.683405504304602,1.504776821843465
181,1,0.06042751644810314,0.08027415008477755,0.07284710999220549,0.14869912351671868,0.11673715611014981,93.065625,3.510159045340088,0.10595251310962345,61.738388671878056,41.03472222222223,4.487848468062177,-10.8430209280825,1.1096491625097682,-6.114185134913143,-11.070257325269111,4.956072190355968,1.6022644555209624
182,1,0.0713192999443289,0.08717447761558518,0.0806285977146007,0.13699895689860303,0.11231670026473438,56.931250000000006,3.5339859796718356,0.12764360244030337,71.99507812499814,52.400173611111114,4.664506093808529,-13.66336289911924,1.184459670768838,-2.8963897499243956,-13.130838980096229,10.234449230171833,1.3098087170701034
183,1,0.040919148497897136,0.045967243536803294,0.04300170224464202,0.03978488508603994,0.04120957336790357,15.71875,3.226359571319052,0.3061306336091314,19.698105468751237,13.559461805555555,4.259486206650813,-15.86169566010403,0.4883860870742787,-5.18710927409505,-12.208442333093828,7.021333058998778,1.915453141251363
184,1,0.0888657926126899,0.14937715285916883,0.2218929231394559,0.2179923444495148,0.32856505651001294,227.70312500000003,3.4516747519803426,0.16685935712879196,331.60815429687136,118.68750000000001,4.477380866347959,-17.978760915444862,1.355894793281438,-5.3495092409023925,-8.698326586101459,3.348817345199066,1.0524121948712046
185,1,0.025810180721745606,0.038883562499808406,0.10385247736782977,0.05544767452353282,0.15122781348109718,61.568749999999994,3.510159045340088,0.12355246414695889,39.7292773437498,144.32725694444446,4.744843506688849,-14.938362276771286,2.698109662673524,-2.9092736429735453,-10.113198023473558,7.203924380500013,2.4727889996138535
186,1,0.09201492709717544,0.10981738888880388,0.11567890884121863,0.17577176903778424,0.16271117409276584,193.83125,3.520989470036337,0.10321249961022569,130.75529296875084,143.7847222222222,4.743088650707913,-15.242109019130265,1.750707325938445,-8.534171070448323,-16.116085682571295,7.581914612122972,1.4442101236849612
187,1,0.035574791606726566,0.07591308279500182,0.11771915414937069,0.12169995596103486,0.16666526971677229,121.178125,3.501494705583088,0.06809171182246561,84.64752929687393,122.66189236111109,4.836011344265421,-14.663938377508842,3.404979687618428,-5.573212378002779,-12.506885752844454,6.933673374841675,1.8303633122560332
188,1,0.06877773517394324,0.08381342013013128,0.07444129597867731,0.133719034812539,0.12229779687825357,49.131249999999994,3.4841660260690897,0.22390468685743492,62.94146484375051,37.25781250000001,4.638494974914382,-16.942507811317064,0.526263626111064,-3.5587216798395502,-10.883129218838206,7.324407538998656,2.541514562804768
189,1,0.01619210801405596,0.013667405257823366,0.016047076746691993,0.007371782339651092,0.016885676444219545,2.596875,2.8265686855998826,0.5221507352941177,1.60069335937078,2.9756944444444446,3.4936196072979087,-14.450267664668248,1.4737103356774528,-2.626822048289654,-11.232324632425446,8.605502584135792,1.8929737101230186
190,1,0.08368630709316414,0.10980127022530639,0.16164063329128478,0.14673309714071744,0.22901023594089523,143.21875,3.4949964507653393,0.11508706695046075,144.84132812500275,181.1271701388889,4.8275876806127815,-13.032032081764541,1.9660953325808759,-3.69973099455504,-11.114359423763887,7.414628429208847,4.5168626122332105
191,1,0.016746212166314424,0.042258295796957585,0.04276892806650994,0.04297174449060115,0.04130095937866856,16.9625,3.107671140191683,0.39685560324002367,19.888828124999236,10.885850694444443,3.6385684437000783,-16.319352438487016,1.5141684418390988,-6.757783175938002,-12.775705977272239,6.017922801334237,1.5851479166132074
192,1,0.09249187157930912,0.1167231475086373,0.12642330518144482,0.17326709531604975,0.19111919810547415,103.91250000000002,3.525321639914836,0.14132147464587902,140.85841796874547,98.39713541666666,4.786672742871396,-15.478357611399119,0.9318911594311131,-4.240619940970944,-12.357657675023916,8.117037734052971,1.1898050184219708
193,1,0.043630088837462035,0.06790335812674411,0.09756908679522622,0.072907310918006,0.1293480049525584,73.85,3.456006921858841,0.1130189333641412,51.884179687500364,130.1371527777778,4.805325140959381,-15.571596374251794,0.3104479315774165,-4.548604620285758,-12.864489267867128,8.31588464758137,1.6796542852567966
194,1,0.022445181611085743,0.06808975660458359,0.10155668686972073,0.10553161066144488,0.14932948939556168,56.103125,3.297840374314296,0.269030099104262,75.29971679687333,44.82465277777778,4.596074326476548,-9.387664622403198,3.8589123570654884,-7.580015896721193,-13.591790180481382,6.0117742837601895,2.2253062361514
195,1,0.03909281056287885,0.06498054401573918,0.10423467717381796,0.10271661934760193,0.14988107802572032,65.25937499999999,3.4733356013728405,0.13984659833050533,58.04499023437165,52.029513888888886,4.731895403029635,-13.920266632718267,0.7030587858946427,-5.919955337460209,-17.558524249999806,11.638568912539597,2.5497612799458365
196,1,0.053024760206479775,0.06262628430776773,0.05060883136845907,0.09347053700192823,0.07265822803234007,35.796875,3.438635895365536,0.1850281824302368,36.419755859371435,29.03472222222222,4.408836462460923,-19.868095808936665,0.9615465723467785,-4.891638625949156,-12.372976708338811,7.481338082389655,2.2569366929316876
197,1,0.13326061592199695,0.16581246235962546,0.17752191748706597,0.2347572826149953,0.2481295834284185,156.66875,3.5036607905223383,0.1337684806399849,328.5070312500002,139.79557291666666,4.630032859509779,-12.025699508155036,2.229429339850655,-7.336226178494854,-12.845580466287728,5.509354287792874,1.6926966684787852
198,1,0.07578392769453608,0.08487972206847405,0.059037150637022646,0.11745034665269782,0.08233774341267194,63.368750000000006,3.4603390917373416,0.17511235336694522,61.65138671875047,31.23654513888889,4.393525738520806,-8.586987978360213,1.839733453234536,-4.685673241080124,-9.797875565535122,5.112202324454998,1.2720127792846687
199,1,0.032098287771468816,0.036014929951575375,0.036428597010242605,0.040907936032586655,0.041372072849665695,27.640624999999996,3.2788341973717263,0.25055278507511797,14.192919921878456,16.67534722222222,4.322297698461029,-9.846811596553943,1.6531847948720988,0.16483675961747224,-1.401188056952762,1.5660248165702342,3.4707554770592535
200,1,0.009042703057333559,0.04151831268633861,0.09803249722350346,0.058118501588363354,0.13981390454510403,50.24375,2.8568318112962636,0.34178514801490784,36.58906250000109,44.38454861111112,4.387894143850938,-19.16932277645089,1.3219507058244266,-6.996660195972723,-11.085667601131505,4.089007405158782,3.05214552442244
201,1,0.012547874229284784,0.01555213271807689,0.021022625017545975,0.011893817695088498,0.020171376228421824,6.121874999999999,2.8489147231200063,0.411218608597285,2.9503417968726353,6.644097222222221,3.831529790769763,-14.914400062496627,1.016274235790475,-4.958853783830662,-11.493933331552029,6.535079547721367,1.1430718062357188
202,1,0.06144976684749011,0.06653466504014467,0.09843288783157937,0.10229982758319703,0.13750156010784084,79.48750000000001,3.4841660260690897,0.14610258971613088,59.01396484374891,81.26996527777777,4.7707899288090525,-9.652428129241784,1.577472190336828,-4.435156336853822,-6.184082023058124,1.748925686204302,2.5568528437184788
203,1,0.08612302477821747,0.10789712490518621,0.13199990299154327,0.1702850694555655,0.19396142854866413,136.4625,3.4993286206438383,0.10718173879323789,162.64482421874982,134.15928819444443,4.808634437394344,-13.207775130792072,2.4267824420553907,-5.977280099768521,-14.44703257626135,8.469752476492829,2.3368980490241067
204,1,0.021666663762928966,0.07005056810516724,0.07637391424094454,0.1253410541715947,0.11572554170515426,51.978125000000006,3.520989470036337,0.16690980582425072,41.163115234375255,37.513888888888886,4.583328123388432,-14.651036918426579,1.016494179757784,-8.920423499832282,-15.055108379792273,6.134684879959991,3.1354450752256775
205,1,0.06437733284464402,0.10936079864914917,0.13854214410553417,0.13690999883841767,0.19595048430836357,163.90625,3.427847817648594,0.14594317721323563,144.99339843749885,155.5980902777778,4.77613140025579,-13.492153795198103,2.2272138089862237,-4.029784623246854,-11.002338558526247,6.972553935279393,4.111624911926668
206,1,0.03807411642255238,0.05469803974318069,0.07436521437928693,0.07929601733245664,0.11250202345602338,43.071875,3.473335601372841,0.1491522247790809,31.711083984378092,49.707465277777786,4.540580384798169,-13.074048623895287,0.7191990891352562,-12.029754873179286,-13.842362065320145,1.8126071921408595,1.5042263141829157
207,1,0.04247073409654096,0.055743263591327835,0.04937884942041284,0.09856509101287667,0.08175657077212292,48.98125,3.3714872622487917,0.19494459060463315,26.78624999999829,36.54383680555556,4.47222804737832,-12.65628611988158,1.7028368139917611,-8.641599483260123,-12.57462248803229,3.933023004772167,1.9053940010973536
208,1,0.14545862938533186,0.18327892069664353,0.20171370482459217,0.2795548123775834,0.29836880062230403,191.825,3.5166573001578376,0.09787657265286001,336.4115624999986,115.46657986111111,4.777095913498725,-11.892020876704752,2.5505008945074055,2.8530946039597325,-1.3034716660513368,4.156566270011069,3.133456378125666
209,1,0.03871335395945049,0.055751376499709224,0.06767098411378483,0.06703616342130674,0.08877641472368207,40.159375,3.335152405792222,0.1882017851091587,36.61862304687111,27.92534722222222,4.420623841316853,-15.142938386243415,1.9242706626012382,-6.379250287199497,-9.9802581123311,3.601007825131603,1.1597672054510526
210,1,0.11466023895162927,0.13154714131781353,0.10487122750912625,0.1753194204771232,0.133818026228071,139.415625,3.427847817648594,0.22759295100329555,163.81088867187282,72.82682291666666,4.687568020327377,-14.039469177140266,0.7732676130781779,-7.198521031473902,-14.637290031495354,7.438769000021452,2.1799208722767283
211,1,0.026255796322259824,0.03043511416207788,0.04631467947241345,0.04460584017910114,0.059836950630378,27.40625,3.4928303658260895,0.1907380947665555,18.54027343749931,36.08637152777777,4.547377352139582,-14.399010877579027,0.4451000050697614,-9.771318992121593,-11.15868659135505,1.3873675992334569,2.780197025819093
212,1,0.037068587611019735,0.04052320893859118,0.046792926623039556,0.062104959867691406,0.058052560687199384,30.209375,3.427847817648594,0.22056962086781765,17.552646484372417,42.032986111111114,4.559298964704286,-20.101231234883656,0.8598086953385239,-4.6121614645228135,-6.466844162482616,1.8546826979598023,2.1682740794394326
213,1,0.026907388123131523,0.04636713741069664,0.059252249638094424,0.06366696117100207,0.07951373801932053,20.40625,3.28480151769949,0.3310757833018423,24.663652343749163,33.11631944444444,4.509158257522452,-11.751288476925168,0.9727288854574123,-3.739362498922034,-11.6359655186601,7.896603019738066,1.8346087968634237
214,1,0.02843090936704098,0.03614457714785629,0.03781306241030304,0.04748089830102168,0.04944313417371841,16.034375,3.4148513080130947,0.2664404817231082,13.231630859372672,11.322482638888888,4.3120219118264504,-15.95970720911252,1.143270491025425,-3.487688040662107,-11.132063153995858,7.644375113333751,1.284562270068144
215,1,0.041331779017735916,0.06545780874088354,0.12024939975698146,0.08531930539277435,0.16284324573170728,75.23750000000001,3.4234733007907865,0.19025820314116965,82.85257812500095,116.22786458333333,4.806215913300927,-14.546670999560522,2.030781455888753,-4.147935023156862,-7.490703813085219,3.342768789928357,3.304805359158863
216,1,0.02887395412089239,0.06158205219035901,0.07509948768825092,0.10330186256577666,0.11494344250376205,74.140625,3.47550168631209,0.14542696919945133,42.331318359372744,106.96093749999999,4.763183296596574,-13.379978771814242,2.79298614595357,-5.339269799446399,-11.127633837409277,5.788364037962879,1.2260748773650252
217,1,0.03728682116053485,0.05097557865957287,0.0521212583569041,0.07685865691804084,0.06578422755641881,34.243750000000006,3.4321799875270935,0.1805095364771966,22.570605468749818,22.056423611111118,4.493175013856566,-14.374093550030182,1.0363356171226277,-10.712603209034228,-11.775586421321123,1.0629832122868947,1.1952458118281184
218,1,0.03134251833692093,0.07696256947155207,0.13143662665036462,0.12196306768127677,0.1950973801364994,178.05624999999998,3.531819894732586,0.05848041437398013,124.83740234375227,122.52734375,4.754759632943937,-15.591335098647837,1.1017355100542865,-6.4901794024113855,-12.46029862880009,5.970119226388704,1.565774587878998
219,1,0.05667567235762334,0.07814716049657858,0.08509511088427296,0.11079055469648924,0.12463066518822948,53.387499999999996,3.4018124513982886,0.20216537256647982,82.62546874999407,73.58072916666666,4.613412636433567,-11.406600688102095,2.2650783309638585,1.7428285467767068,-1.7724585161222421,3.515287062898949,3.1134111535549005
220,1,0.05091527771071639,0.05978601846906582,0.06387778354522843,0.0817981056101068,0.08220384471575508,44.01875,3.48199994112984,0.14159197779010077,39.922714843752146,27.657118055555554,4.468980921309095,-12.199787180444028,0.8061012843447305,-6.595970810287199,-11.924766032199912,5.3287952219127135,0.8046435543537253
221,1,0.007479551849856644,0.01040231960897797,0.023029711880473393,0.012994101563024305,0.024754862647501905,2.9749999999999996,2.411600071026375,0.5320927601809954,1.332011718742251,6.235677083333334,3.631454725857038,-13.330134862463565,1.0645388609073256,-8.054872051157119,-13.422900649426737,5.368028598269618,1.811512587628074
222,1,0.012242263784653257,0.03734346953508496,0.06805353804017399,0.06195238316537197,0.10154915847485885,18.79375,3.3412044200786006,0.29835935425698434,14.895117187498727,58.13411458333334,4.447022196874528,-8.323931374746445,1.0450702918405277,-9.467956608359643,-11.3156377576519,1.8476811492922565,1.709332791405789
223,1,0.08311445641220479,0.08274885593671695,0.08828027330879198,0.11891091926234182,0.1264604314235762,78.121875,3.5383181495503355,0.12380441989246109,68.22303710937558,57.589843750000014,4.696445892438144,-15.422006515358628,1.178585562404637,-7.668768947249376,-8.62166627970278,0.9528973324534036,2.4004198080876398
224,1,0.02733929463527354,0.04289079991758242,0.09619231285646776,0.05714627077672669,0.1349678527752087,56.25937499999999,3.4300139025878438,0.221126525280613,38.12393554687333,181.70529513888889,4.722029491576316,-11.947557890998757,0.51135344669676,-1.412033219602904,-6.743069260658572,5.331036041055668,3.2871514511973903
225,1,0.022391841785156425,0.04317065493852147,0.04757978867743452,0.03865764887801103,0.04639209143090891,23.075000000000003,3.360699184531849,0.22921269955064966,16.347812499998327,56.72265625,4.519575644434899,-14.375664746941371,1.9740682550121844,-1.9653760788030183,-4.5123464559605395,2.546970377157521,3.7916658897908535
226,1,0.07585489351864719,0.09070538458314087,0.07841465282457163,0.13138025475035325,0.11474907030869333,110.93125,3.4061446212767885,0.18599978377375753,83.89449218750178,53.599826388888886,4.4184992396864935,-17.26599887813437,2.259827018393867,-4.394267055089614,-13.50402362398738,9.109756568897765,1.9410588535385065
227,1,0.09852655736097594,0.1333734959485325,0.13842754947695177,0.18213224126832991,0.20095986676763766,161.11875,3.520989470036337,0.10021933451184337,194.71683593749822,159.52039930555554,4.820066552351497,-18.0591234841837,2.314661062807726,-5.426117992077835,-11.917488369739743,6.491370377661909,2.2706100915729803
228,1,0.014147336559799484,0.018990451177497536,0.017904600810850522,0.014113781088159468,0.013267970658644981,3.6656250000000004,3.04264624503488,0.4800947398190045,3.311865234376455,3.3637152777777777,3.437442989762669,-17.956968226080445,0.8137095208942773,-6.325586191107334,-11.919913579761939,5.594327388654605,1.930253383914004
229,1,0.07113858537889664,0.07696138352290308,0.06556113926929431,0.09666702860517717,0.08705106557883147,60.4875,3.449508667041092,0.20812895992753366,56.24873046874745,34.490451388888886,4.475776211092159,-14.555425887520567,1.1473269945591205,-7.240877534321356,-8.985925657099614,1.7450481227782575,2.4861215900111584
230,1,0.06188416247277054,0.08901896929519197,0.10855745198995184,0.12482939822299784,0.1573551333105741,75.64375,3.4993286206438388,0.1527335471532626,93.63919921874276,53.410590277777786,4.622799328284949,-13.557487137238029,0.990387526765141,-8.08133683081114,-12.375532509339465,4.294195678528325,1.4363225621952174
231,1,0.08674303558450773,0.1060689159695796,0.10927406418466466,0.1547495108503579,0.146818384925952,103.678125,3.529653809793336,0.1550623209257058,115.23877929687387,128.92274305555554,4.536067707841399,-12.825619753540366,5.58840074574431,-5.388300878700406,-14.254504051797525,8.86620317309712,1.3796721916180283
232,1,0.09167882119026437,0.1096790185519057,0.10142283711706396,0.16364548370104398,0.15105874497472238,126.08749999999999,3.5686433386998333,0.07863045755051724,125.47037109374924,75.77213541666667,4.586650860431555,-16.184308359592755,2.1807068591346566,-9.737293700844916,-12.86989935190256,3.132605651057645,1.9464160205128354
233,1,0.05611372122578763,0.08251883420930674,0.11181222500811196,0.09135490026902236,0.1351590259155112,93.93125,3.4690034314943405,0.18528300941325138,83.33927734375357,68.87847222222223,4.416388483390919,-12.66250745790147,3.2662120915579917,-2.7668997855044495,-8.84519091452458,6.07829112902013,1.0848182879331865
234,1,0.06934271700160441,0.08198811201080107,0.099298914018035,0.11471778296500618,0.13252995233236423,87.19999999999999,3.4906642808868384,0.14913180452363434,74.00107421875055,62.654947916666686,4.72566315924135,-19.02319276102292,1.1976352467058673,-8.877597805945925,-16.597074277778916,7.719476471832991,1.9728251686245069
235,1,0.07089978388120681,0.10210368232095166,0.13284922505989022,0.14214960934162532,0.18349815347009216,99.3375,3.5339859796718356,0.08572908647340524,111.65898437500164,116.86154513888884,4.768684012895893,-13.104011127809251,0.8505862816111608,-8.470346064303413,-12.024843428525912,3.554497364222499,1.741781894799776
236,1,0.12766463052429008,0.15253208859450795,0.13330123576182484,0.2119773064782079,0.18285562696491356,165.08125,3.4408443272840925,0.1398618227409608,214.0503710937469,137.90494791666666,4.5984205947127705,-11.208072543514639,3.0076630631861843,-0.2112345168366403,-4.116270774326253,3.9050362574896127,4.39460652395777
237,1,0.09588952654478933,0.1347573359977218,0.15397352855195964,0.188864867495931,0.21195024881357824,116.70625,3.5166573001578376,0.15243740287482446,182.73789062499782,106.86805555555554,4.6838841378605744,-11.75506806862138,3.666276797958681,-3.5402154628930305,-11.415764395370019,7.875548932476988,2.144536714345091
238,1,0.11951492327730823,0.12131229997962599,0.13394037747050094,0.15860740546144128,0.18872535163194784,233.0125,3.514491215218587,0.12119012168812002,171.2721679687511,168.83116319444443,4.751137728328711,-16.908654259522688,0.870265481046742,-13.952003081771167,-13.893964566858472,-0.058038514912695405,2.4881205322798223
239,1,0.05191895902839792,0.0543006304288589,0.06961116976587951,0.07102168507537955,0.10467651522333003,36.262499999999996,3.425681732709344,0.22850635917572948,26.450214843748654,56.3224826388889,4.658477428149691,-12.040265751487626,1.571646698035069,-8.689961094134318,-14.971989184369122,6.282028090234803,1.433982135012355
240,1,0.054339484478670895,0.07168865154847796,0.07179905284612434,0.09696350831219128,0.08785335992094605,74.06875000000001,3.5144912152185874,0.09945262349714747,52.019296874994325,41.540798611111114,4.4979147950424005,-20.821467811139474,1.3072642334297861,-3.2753173973000855,-5.005778108577104,1.7304607112770185,2.933627513788933
241,1,0.04105790739118432,0.04311554096577668,0.04141768753552733,0.0523276721523476,0.05063183737200241,24.340625,3.388858288742097,0.23092347354357567,17.456279296878165,26.983506944444443,4.450754365418732,-15.404883367358469,1.8985357526228772,-7.541836100574571,-14.427586546561216,6.885750445986645,2.315328618817941
242,1,0.028802286505755982,0.030672025621529417,0.02904139170001917,0.04371669367616561,0.048282361480332166,11.071875000000002,3.20089748653804,0.2948531322612205,9.260107421874636,9.536458333333332,4.022004400805783,-15.28684665803782,1.5385102508802653,-2.5012606392511287,-11.487007704895603,8.985747065644475,1.5180064272411287
243,2,0.011269797631763648,0.017944620006704826,0.02191637590298404,0.02099069897923934,0.021466509597100416,3.415625,2.8758577047126432,0.4677361425339367,3.5240917968703798,5.380208333333334,3.614244085726394,-20.28849506115961,3.704082917732936,-11.379221024556657,-13.689368860529001,2.3101478359723444,3.069465801308218
244,2,0.01834186891244208,0.022973725001263115,0.026552134814474583,0.01415829776581889,0.015982524386267093,5.70625,3.139673826769752,0.3917757887978476,5.755449218745525,8.177083333333332,3.866955417703122,-21.839811798355413,2.393573487930164,-4.507179051656749,-9.639740567163358,5.132561515506609,2.6175046868839225
245,2,0.03226530653828424,0.051119011368756205,0.068656132954878,0.06849089682452336,0.09601088091983102,40.390625,3.4235156477700945,0.18476693461677374,22.949013671879584,32.71788194444444,4.434756639780675,-16.6628710923259,4.902488866095265,-1.790576144046426,-9.853145263707475,8.062569119661049,3.340242431297322
246,2,0.009402997972509888,0.011043177848843231,0.013941865671554959,0.00773174948306123,0.010701082566370361,2.8562499999999997,2.7013819996547634,0.44966346153846154,1.6887304687525102,3.4730902777777777,3.355836548560527,-16.75688229874848,2.3750154693012444,-1.3802590617822545,-3.6752875180283695,2.295028456246115,1.5968346179073416
247,2,0.005663593427990728,0.008840089014387511,0.012200815132055442,0.007019316419490761,0.007602481386894638,1.915625,2.3597213569484916,0.5861580882352941,1.0564746093741633,2.698350694444444,3.19709347052991,-16.602405065585426,0.32708829962585334,-4.058190715607566,-9.321057384969762,5.262866669362197,1.6276025906589398
248,2,0.023172779405300405,0.030139299159141864,0.04257320277035703,0.027875169929853394,0.03741324489512482,12.853124999999999,3.4191411309122874,0.27547361408561194,15.204482421871035,20.44140625,4.375555694262502,-16.907971548527733,0.7560856783241869,-8.76048291296489,-11.392906777868177,2.632423864903288,1.3365463696396627
249,2,0.01832120922066016,0.02808490145711236,0.0434350001153254,0.01833492071279722,0.05761937698861095,21.690625,3.196969210211604,0.24026431756181413,18.018701171871726,16.151475694444443,4.245112270103735,-19.863228098437283,1.063337369119721,-7.359151667588918,-11.654766152922505,4.295614485333587,2.8319367837041494
250,2,0.023662608199417224,0.03533234984240612,0.029757912145481874,0.037364247115173915,0.026454982309726045,14.6125,3.1938682972303045,0.3167079540936468,9.314355468751273,12.757812499999998,4.150359683139123,-17.783977830613,1.9223434780927973,-1.4912507682877276,-6.60912128916263,5.117870520874902,2.9944243547440403
251,2,0.01470306740384938,0.0175883773664105,0.01909200534981399,0.008473012318604485,0.008633484875916888,3.6718750000000004,2.930583109663182,0.45986566742081453,2.3655761718755457,4.052517361111111,3.7699486038710286,-10.218497089072365,1.186850535197441,-8.402131920735243,-12.579854951827926,4.1777230310926825,2.308606086237657
252,2,0.017751898782976294,0.025648699627447008,0.024905810488709552,0.020701532405835516,0.020855218662757698,17.76875,3.2935082044357964,0.2104914947914186,7.598027343747162,12.727430555555552,4.071590556269134,-14.21047191766366,1.253533153523537,0.1406689932240397,-6.023905978963924,6.164574972187964,2.522035948974934
253,2,0.020916542752525802,0.07592847024970364,0.06939295321698097,0.1068232068291053,0.09531892338625356,73.39375000000001,3.4971625357045886,0.18725278103058746,69.50810546874709,60.42274305555555,4.475725996290386,-20.653474308418993,1.8022992133487563,-5.627111232103488,-9.66402632667652,4.0369150945730325,3.9088055815349008
254,2,0.016980060734288135,0.020111781607295962,0.021536845483696568,0.017668011823075886,0.01684932406640776,6.4624999999999995,3.341162073099293,0.33610951449186743,5.133183593742615,7.522569444444444,4.024618374174421,-22.310018520020947,1.4245140335657058,-3.2600892055123722,-6.715048085361602,3.4549588798492294,1.472320025756898
255,2,0.006699803044421073,0.02292888031730278,0.031211195303898858,0.03625262423677943,0.04703695981913799,8.315625,3.0800006234921127,0.3863285052586523,8.396826171878274,10.60112847222222,4.21151987222093,-17.531401304106556,2.417857775664201,-1.4766612131013517,-3.795342537429761,2.3186813243284092,3.92160513989206
256,2,0.007574666185259097,0.014677696158593722,0.017239346724159717,0.015016368178372904,0.016711182797549615,3.8,2.4303736524793416,0.544056347071053,1.9968554687520736,6.138020833333332,3.718271611928998,-17.850469971319534,0.8633276442589504,-10.991433485357376,-11.487007704895603,0.4955742195382271,1.313225033845614
257,2,0.0952556432204791,0.11244420668456631,0.12963462613751842,0.14841351267337907,0.1896619884791985,97.55,3.254476328549992,0.24314861361989926,145.83449218750047,100.2907986111111,4.618889826633271,-16.290823552520227,1.4068543917689427,-2.2435049882331555,-4.924097145179303,2.6805921569461475,1.8108514675379628
258,2,0.016063811408893503,0.022559394666504144,0.028630902550309794,0.04146858609112295,0.04182390931539705,7.246875,3.08654122528917,0.42962337195793077,7.740341796879875,13.496093750000002,3.967198953508027,-17.21830204250031,0.49646524036743306,-3.0785269102944994,-8.720114646787124,5.641587736492625,1.734471922155154
259,2,0.03009672037902479,0.03299245662056339,0.03251058691376711,0.026139819314610742,0.02560760187677982,17.715625,3.0946746305561836,0.2955645963973803,11.53209960937511,14.2734375,4.18785733553722,-15.858474134777788,2.0003800833929404,1.1956602969703027,-3.52359351294632,4.719253809916623,2.9808146346299544
260,2,0.012965888682266604,0.017115873879737974,0.025588514188400704,0.019617019070850932,0.025554888146777737,5.88125,3.098964453455376,0.35622959214870975,3.8649218750024374,7.634982638888889,3.98425867173549,-15.806277788904977,1.1928981250217203,-1.6772101425860058,-9.449685904024847,7.772475761438841,2.4768341294191094
261,2,0.010350100893054083,0.018786851524623463,0.03674725621913296,0.008815291660450315,0.04568811262346253,9.078125,3.213363061683553,0.28574430492875613,5.420419921876601,20.504340277777775,3.9966655544661376,-22.09041363074993,1.1537758266779383,-1.804189208520782,-7.120003980310585,5.315814771789803,3.144839287823904
262,2,0.023378571985733558,0.02378507680811684,0.04563290589333424,0.020483168734120556,0.06751104712290368,8.821875,3.1409322963666697,0.3536569111532347,3.9587402343740905,36.18836805555556,4.42138373528785,-7.980547668122325,0.9719790063542926,-2.918733992046654,-9.29591731057971,6.377183318533056,4.108753749317198
263,2,0.014015910590436836,0.015144881696582155,0.020956842175336155,0.01792700295579263,0.019004923636680455,8.28125,3.036147990217131,0.2917669224654519,3.8588867187490905,8.477430555555554,3.772488736009727,-23.245303084473402,2.355551105472745,-8.050210154826544,-10.687310622451676,2.6371004676251317,2.441313112635663
264,2,0.022250506309047128,0.029086388812922987,0.031129906358544755,0.025140208461979334,0.029899589208322024,10.45,3.228106628426649,0.28507478963899335,9.78685546874658,13.444010416666666,4.330092704293257,-6.540311008632724,0.20563315923757222,-6.696417397211633,-9.353487626643854,2.6570702294322217,1.8329275923276653
265,2,0.010420467570222084,0.014194962196578271,0.018967976495837268,0.01278611689466011,0.011851617245089959,4.165625,2.8919127803501343,0.403001979638009,2.6274902343757276,9.79470486111111,3.8023830865653814,-13.588876889261437,2.5268111626118426,-7.390773342765641,-9.947338638337797,2.556565295572156,1.64560820017773
266,2,0.006091580623267056,0.02326642516665183,0.05914193286868558,0.021464868540112557,0.0833504613439592,40.021875,2.8363644540158783,0.36799613766262124,25.946943359374927,49.19184027777778,4.177681090924306,-12.13944487881936,1.52426208338078,-8.804427963035494,-10.561940782175384,1.7575128191398903,2.335731922692721
267,2,0.01926924037697816,0.019886609175796953,0.023958896879541957,0.015805985651056443,0.016864257480315725,7.203124999999999,2.9855051152306675,0.36600681026048676,3.5202636718704525,11.842013888888888,4.040088299442758,-15.461064034673834,1.1650814282856254,-2.3098372644166005,-7.580015896721193,5.270178632304592,2.6889319173202764
268,2,0.012062223625040232,0.015819493516192832,0.021061541742099923,0.017341057032272244,0.01830122505775707,6.66875,2.9044207024749547,0.3989236425339367,3.8815429687529104,6.543836805555555,3.7287760917277106,-14.004677907532123,0.7411463865757303,-2.0685360467598883,-11.505488328118531,9.436952281358643,2.2621704015761286
269,2,0.011025580929848712,0.01579355114887825,0.033233020589478766,0.014710156957676449,0.039586359320567484,8.821874999999999,3.079554382960742,0.32725006879051,6.778583984377292,19.924479166666664,4.157278040821938,-5.202971435601359,2.9043931692542273,-5.384871109795796,-10.304410837080965,4.919539727285169,4.308046210723534
270,2,0.034444017264120344,0.030224466958954522,0.025803364033971515,0.035623524962363096,0.02981159023510714,10.55,2.9527325465663585,0.34633452136335074,7.45812499999829,9.796440972222221,4.028169507976637,-12.06875836980507,2.433488070619069,-8.836682842889203,-11.835431563933483,2.9987487210442794,2.737468915295654
271,2,0.030209255857664475,0.027084728325493315,0.022417445275858316,0.02130666984185415,0.01978619646378804,9.90625,2.9966275268206477,0.40120878759791107,6.458105468749636,6.786892361111111,3.9131711275884307,-4.922396588473731,0.5668265731008577,8.071350053079698,-2.9273432599118223,10.99869331299152,1.3620201605902578
