ptid,cls,NDRE_fstd1,NDRE_fstd2,NDRE_fstd4,NDVI_fstd2,NDVI_fstd4,glcm2_contrast,glcm2_ent,glcm2_idm,glcm2_var,glcm4_contrast,glcm4_ent,VH,VH_fstd2,L_HH,L_HV,L_HHHV,L_HV_fstd2
57,1,0.026522074675410772,0.030110046731710624,0.031474460149838006,0.036968000427598874,0.03319539147405929,15.337499999999999,3.2550496100192863,0.2564944728969119,10.925742187498145,10.333333333333332,4.029590441475692,-19.182177151563874,1.3010060434264985,-10.375184395289821,-11.201007973485844,0.8258235781960224,1.9229919074070316
58,1,0.08213371282386067,0.10167721766925919,0.09807449537644711,0.15764168096741105,0.1418208292596552,80.74999999999999,3.5361520646110858,0.11041068151267272,104.97115234374542,34.39236111111112,4.573099388953084,-15.124193289449199,2.131801121491604,-8.811208517351773,-10.932781513032396,2.121572995680623,2.791412024474445
59,1,0.02104425236455477,0.021218142794490056,0.01655577347259488,0.012608937307186817,0.009065287572166377,6.184375000000001,3.001575325147748,0.4216107145040969,4.589208984369179,2.6510416666666665,3.0653112120079413,-15.573996941731995,0.6996618936692174,-7.219673464132512,-12.67193703105194,5.452263566919427,1.6899468663336121
60,1,0.06338776307356075,0.09335758574680175,0.10846557356222404,0.11628711259994795,0.11771078481316956,129.02499999999998,3.501494705583088,0.13486517409837212,92.40263671874982,79.62413194444443,4.604233919192349,-6.214646111249004,0.5546086056537508,2.791779050851943,-2.9722495302671774,5.7640285811191205,2.240661765047184
61,1,0.07237351852863257,0.12327183134655811,0.1697937297999075,0.1113612464867396,0.18905902767368732,163.0125,3.5491485742465843,0.11035743075043405,174.30146484375064,131.39496527777777,4.826083454960525,-17.161724980064285,3.380011947440332,-8.875889162360593,-17.044789778017318,8.168900615656725,1.9641100572787502
62,1,0.02998441762729673,0.04028633539492904,0.04123285177966106,0.06902394529843646,0.0632335649276909,25.612499999999997,3.490664280886839,0.1651388324382359,19.790917968749454,27.116319444444443,4.383740085909644,-14.7033096276628,1.22655883373643,-6.965067615610792,-10.491692956911834,3.5266253413010418,1.492877795731984
63,1,0.043765435159741996,0.045894250952646765,0.08444261197710212,0.06938817819956625,0.13073787226734385,41.871875,3.388858288742097,0.1647709084648118,21.408544921871908,101.13715277777779,4.749957873906522,-15.014229660659502,0.7091745380538509,-3.7091506784172594,-9.906844907009514,6.197694228592255,3.0602375153143146
64,1,0.014638440728045883,0.026355117920274996,0.03187056359734274,0.025825731763164765,0.02668412505938126,10.693750000000001,3.2848862116581055,0.2930773663935429,8.041093749996435,7.613715277777779,3.985516471025621,-17.80565637311843,3.139382431683527,-0.8591941955359204,-3.097830845105193,2.2386366495692727,1.6642733780033145
65,1,0.061975060748003324,0.09622997141123889,0.11441349743477847,0.17761623555765133,0.17245205223245064,240.49375000000003,3.5599789989428334,0.05494013691793139,149.90214843749982,83.70659722222223,4.684423850269897,-16.53280816324654,1.2034174819772392,-5.605980526522444,-9.69964349175055,4.093662965228106,2.2581616579106707
66,1,0.03446642311111081,0.02536145976491823,0.02355656011058159,0.03259232888360996,0.03030961167200702,9.59375,2.583017210082263,0.43979620075046905,4.833417968749927,11.143663194444446,3.4390667270204656,-9.573834422041212,1.5568928559046393,-7.047725396938489,-9.554347504221582,2.5066221072830928,1.5162686583979792
67,1,0.12063797771974895,0.12856447058192608,0.15845128959331792,0.18263693858218605,0.22276916445430694,237.85,3.5079929604008377,0.07669703664480869,213.9247460937495,148.52647569444446,4.793630632623742,-16.438496552973206,1.7928016131499342,-9.724097555611849,-11.176480993764173,1.4523834381523244,1.1724504013476946
68,1,0.07823842277114333,0.08821711636076088,0.07088900452866173,0.13997837695435858,0.1122176601168789,83.225,3.5123251302793372,0.13899633969381964,61.72130859374374,52.056423611111114,4.636639689329901,-14.290042032494108,0.6650820496188207,-7.852079424139518,-13.716172587180012,5.8640931630404936,1.8067558996063937
69,1,0.08714904321014041,0.11270734328800558,0.10491522563307148,0.17450390505040983,0.16223152052486925,159.34375,3.5231555549755873,0.0867289152456812,126.4940429687449,93.34678819444446,4.5940318734591585,-20.912069941019645,2.112154378556737,-8.131372697066325,-9.17306471730356,1.0416920202372353,2.211014673345201
70,1,0.1142825045715579,0.12713137676600547,0.1417005955454833,0.1708955076984881,0.18778416076834653,253.625,3.5318198947325863,0.06105539254077602,178.47515624999687,144.2734375,4.790271121387005,-15.844273996365155,1.822326292756004,-0.2535508779931206,-6.599913863833649,6.346362985840528,3.1716617347133473
71,1,0.006997112763220591,0.010762193858961317,0.016770948875463026,0.009816159820533021,0.012044696342526522,3.6031250000000004,2.9221153705231293,0.41681419683257914,2.32475585937118,2.2369791666666665,3.295147297459872,-19.71504956550566,0.6624066139287503,-12.496511443294565,-14.302237582653675,1.805726139359109,1.4857727903479914
72,1,0.025872086310003324,0.027922991524616997,0.030350734183869212,0.022881518459432704,0.023285632872909523,11.493749999999999,3.217652884582746,0.3240095676600339,8.191406249993634,10.621961805555555,4.007076635077748,-17.713715570878627,4.234477696617333,-0.8612309852364461,-7.021465228455966,6.16023424321952,1.8899995113929473
73,1,0.10000156024446923,0.12652182131490214,0.11640988555523409,0.18353286321766704,0.17575893804417184,174.859375,3.5361520646110858,0.10481991587633248,158.75987304687624,137.3125,4.747890409745326,-14.295854697426616,3.7118819087825243,-14.363079086025493,-20.2719310373202,5.908851951294707,2.847961613676486
74,1,0.0030710526921167458,0.014419783707973768,0.018203783864319707,0.007896610100447485,0.010043507652578079,3.0125,2.7327267108049247,0.5188235294117647,2.4193554687526557,2.8589409722222223,3.424790206806252,-11.633809456813509,0.607209287359106,-8.131372697066325,-12.661363822639743,4.529991125573417,1.7182934606821332
75,1,0.009575671844480757,0.018439827133955717,0.022280831511371814,0.01575897793237889,0.03291493041181488,5.55,2.8767925327546924,0.43001696832579184,3.3010742187489086,11.057725694444443,3.949994020992963,-12.913561048774826,0.7727536216188045,-10.320536884206518,-11.218889378953122,0.8983524947466037,1.038420654351708
76,1,0.038846686004107484,0.038725380846525666,0.05434755448805349,0.05448151987893211,0.07113763036588612,20.590625,3.4148089610337875,0.17930305761699233,15.917529296880275,35.3984375,4.598408831662963,-11.288977620044136,1.6302890396237413,-1.8026755917812096,-9.384227769866357,7.581552178085147,2.5104449820698616
77,1,0.023550167554771274,0.03193128764312104,0.04166054483282482,0.04665793570308034,0.06278624510098299,25.625000000000004,3.308628452031238,0.19973818637995086,14.960546874997817,25.59722222222222,4.438368458904445,-17.409135995412267,1.69587894583805,-3.629407112503216,-13.521506131676858,9.892099019173642,2.450813878101117
78,1,0.0403382358811685,0.05024001109380177,0.04854358299758466,0.08759377856981813,0.07039200056604021,44.61875,3.4061869682560957,0.17814370424059084,28.535429687499345,34.69835069444445,4.376419565689428,-11.113298293853955,2.337512450589832,-7.0532639844930145,-10.574396648991694,3.52113266449868,2.367733272293844
79,1,0.05174740498400441,0.06570537453793436,0.05389608951300413,0.07836279309127465,0.06032252098682745,51.16875,3.5036607905223383,0.15426385483427457,38.055449218750255,24.03168402777778,4.496245443012658,-19.83558298249708,1.844812219504216,-7.413843448328279,-9.85505740232567,2.4412139539973907,1.3222363625941107
80,1,0.012510218992327803,0.05303682554407213,0.09477752474406594,0.09391929804445433,0.14529070877973418,52.540625000000006,3.3390383351393513,0.1831083597464935,40.62499023437567,70.55989583333334,4.706698152973106,-15.086082891091683,1.4027561191368618,-4.0866900113573195,-10.771907245768134,6.685217234410814,3.2244983008315558
81,1,0.08914250355921069,0.11902578203100068,0.13265246433988584,0.1824641322195237,0.19929160560475526,109.52499999999999,3.5361520646110858,0.09015705936425772,133.842089843748,90.51692708333333,4.76951280738586,-11.590636119837285,2.9205759474736506,-9.576543145698338,-18.40636315364648,8.829820007948143,4.648251606409118
82,1,0.025759518036669718,0.03405890195133644,0.07061385105386211,0.059708420162031775,0.10762075754757201,37.065625,3.3389959881600433,0.19174541302353693,25.045458984378456,46.513454861111114,4.708503223755814,-17.076503163057744,0.6297479945832203,-5.701476169219887,-9.790279684300643,4.088803515080755,1.1415742928868948
83,1,0.022962513054542524,0.06873585336320316,0.1950849997058751,0.09150022044803967,0.27356097383802447,107.240625,3.421307215851537,0.19951137288449172,113.08788085937158,115.48828124999999,4.54875717818698,-11.643536130866543,1.1561957450697993,-7.387893883220613,-11.354186345620121,3.966292462399508,1.4319667249830583
84,1,0.01672400435994932,0.024370797907690485,0.029815840557222296,0.025291898580786818,0.029341401134916605,9.481250000000003,3.2588508454077996,0.36030163016730443,6.561171874998763,8.119357638888888,4.177756230748219,-13.838861540757183,0.9113478193083071,-4.812089080657884,-13.234627690090804,8.42253860943292,1.5452548938856114
85,1,0.047119102117474894,0.11044348423616981,0.1755108278445494,0.1675432292540802,0.25822321020178035,165.39375,3.566477253760583,0.06961410925685373,221.74693359375033,163.89366319444446,4.81343619643176,-10.061848360959756,1.6420688795959841,-1.8512426357412153,-2.457086684513172,0.6058440487719565,3.1429997456877485
86,1,0.025156033429283905,0.023540246724610712,0.037232369875467186,0.0208384743318715,0.03638703514338761,10.2,3.2095194793157322,0.29809419713831475,8.263886718747926,16.697048611111114,4.2467080697515,-17.876523995688,2.0660979006986464,-4.86360569066909,-12.730320865914862,7.866715175245773,2.8477018320169183
87,1,0.06260243217815784,0.06926425834281161,0.08719620927697988,0.08614394053945097,0.11057764393668035,60.28125,3.4581730067980914,0.16445381631607994,71.71615234375167,38.48697916666666,4.474584786134322,-15.422615573873154,1.893971397379988,-6.041147223095521,-10.81665251395961,4.775505290864089,1.5857246365119186
88,1,0.12822136259913913,0.13864945321955477,0.14273219123812678,0.19747632056482162,0.2059262805344331,172.71875,3.5209894700363367,0.12146503770226613,182.13890625000113,249.36371527777783,4.731883639979827,-13.980290393452002,0.7811451666862586,-7.580015896721193,-12.786419379355806,5.206403482634613,1.9124237629521963
