system:index,cls,date,sensor,value,.geo
2_2_S1A_IW_GRDH_1SDV_20230520T100130_20230520T100155_048616_05D8E5_B7A0,Bamboo,2023-05-20,S1_VH,-11.1922968065527,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20230601T100131_20230601T100156_048791_05DE1B_9E44,Bamboo,2023-06-01,S1_VH,-13.180439105665302,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20230613T100131_20230613T100156_048966_05E36F_300D,Bamboo,2023-06-13,S1_VH,-12.337093591196348,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20230625T100132_20230625T100157_049141_05E8C4_6322,Bamboo,2023-06-25,S1_VH,-14.297457621262822,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20230707T100133_20230707T100158_049316_05EE26_0D0D,Bamboo,2023-07-07,S1_VH,-15.147757963924882,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20230719T100133_20230719T100158_049491_05F383_61E2,Bamboo,2023-07-19,S1_VH,-12.998709075667932,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20230731T100134_20230731T100159_049666_05F8E6_4E98,Bamboo,2023-07-31,S1_VH,-13.091036600075473,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20230812T100134_20230812T100159_049841_05FE86_F648,Bamboo,2023-08-12,S1_VH,-12.85969106768958,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20230824T100135_20230824T100200_050016_060479_30BC,Bamboo,2023-08-24,S1_VH,-8.971157821212332,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20230905T100136_20230905T100201_050191_060A81_9D02,Bamboo,2023-09-05,S1_VH,-9.785146676024187,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20230917T100137_20230917T100202_050366_06106D_68C3,Bamboo,2023-09-17,S1_VH,-12.085106706143492,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20230929T100137_20230929T100202_050541_06166A_A4B5,Bamboo,2023-09-29,S1_VH,-14.091450113744743,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20231011T100136_20231011T100201_050716_061C6C_8343,Bamboo,2023-10-11,S1_VH,-14.947698226260947,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20231023T100137_20231023T100202_050891_062262_0381,Bamboo,2023-10-23,S1_VH,-10.518791966818963,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20231104T100136_20231104T100201_051066_062861_E9AA,Bamboo,2023-11-04,S1_VH,-14.95315085111596,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20231116T100136_20231116T100201_051241_062E6C_AE25,Bamboo,2023-11-16,S1_VH,-13.866973802207188,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20231128T100136_20231128T100201_051416_063479_46E6,Bamboo,2023-11-28,S1_VH,-15.844636771773967,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20231210T100135_20231210T100200_051591_063A8B_1B19,Bamboo,2023-12-10,S1_VH,-16.147497431506455,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20231222T100134_20231222T100159_051766_0640A4_35F8,Bamboo,2023-12-22,S1_VH,-14.453202615180501,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240103T100134_20240103T100159_051941_06469E_B0BD,Bamboo,2024-01-03,S1_VH,-12.621774334691196,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240115T100133_20240115T100158_052116_064C96_85C4,Bamboo,2024-01-15,S1_VH,-16.031658812376083,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240127T100133_20240127T100158_052291_065279_CC9B,Bamboo,2024-01-27,S1_VH,-12.633351132535761,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240208T100133_20240208T100158_052466_065863_2BE2,Bamboo,2024-02-08,S1_VH,-11.56966688150237,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240220T100132_20240220T100157_052641_065E53_F421,Bamboo,2024-02-20,S1_VH,-14.405754857291642,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240303T100133_20240303T100158_052816_06644E_5BA9,Bamboo,2024-03-03,S1_VH,-11.825360353700944,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240315T100133_20240315T100158_052991_066A4A_6F1C,Bamboo,2024-03-15,S1_VH,-11.386542480956187,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240327T100133_20240327T100158_053166_0670FC_0F48,Bamboo,2024-03-27,S1_VH,-9.41023175686074,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240408T100134_20240408T100159_053341_0677CA_55C1,Bamboo,2024-04-08,S1_VH,-12.503903295899594,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240420T100134_20240420T100159_053516_067EB1_C8A4,Bamboo,2024-04-20,S1_VH,-14.176534500011272,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240502T100134_20240502T100159_053691_068591_FF8F,Bamboo,2024-05-02,S1_VH,-10.654200083874573,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240526T100134_20240526T100159_054041_069205_BCDF,Bamboo,2024-05-26,S1_VH,-11.591735107598605,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240607T100133_20240607T100158_054216_069814_5A8F,Bamboo,2024-06-07,S1_VH,-11.513456816119943,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240619T100133_20240619T100158_054391_069E21_D2D1,Bamboo,2024-06-19,S1_VH,-12.075630195166465,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240701T100132_20240701T100157_054566_06A43B_7DD1,Bamboo,2024-07-01,S1_VH,-16.677310964725656,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240713T100132_20240713T100157_054741_06AA4A_DAED,Bamboo,2024-07-13,S1_VH,-11.321478857299088,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240725T100131_20240725T100156_054916_06B064_F5AB,Bamboo,2024-07-25,S1_VH,-9.282474391926094,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240806T100131_20240806T100156_055091_06B672_2DDB,Bamboo,2024-08-06,S1_VH,-12.246925905284039,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240818T100132_20240818T100157_055266_06BCCE_EEE9,Bamboo,2024-08-18,S1_VH,-12.006017175806123,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240830T100132_20240830T100157_055441_06C348_E01A,Bamboo,2024-08-30,S1_VH,-12.521514989196687,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240911T100132_20240911T100157_055616_06CA1F_FB48,Bamboo,2024-09-11,S1_VH,-11.99765603211221,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20240923T100133_20240923T100158_055791_06D106_F890,Bamboo,2024-09-23,S1_VH,-12.370439968828354,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20241005T100133_20241005T100158_055966_06D7F2_5C57,Bamboo,2024-10-05,S1_VH,-10.64558886330769,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20241017T100133_20241017T100158_056141_06DED8_0541,Bamboo,2024-10-17,S1_VH,-13.151095832767783,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20241029T100112_20241029T100141_056316_06E5CE_4E4A,Bamboo,2024-10-29,S1_VH,-12.459662636926442,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20241110T100133_20241110T100158_056491_06ECBB_2DB3,Bamboo,2024-11-10,S1_VH,-10.47703778898505,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20241122T100132_20241122T100157_056666_06F3C3_9ADF,Bamboo,2024-11-22,S1_VH,-12.473728900550052,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20241204T100131_20241204T100156_056841_06FAAF_206E,Bamboo,2024-12-04,S1_VH,-13.946931423587515,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20241216T100130_20241216T100155_057016_07019C_C61C,Bamboo,2024-12-16,S1_VH,-11.47547285358819,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_S1A_IW_GRDH_1SDV_20241228T100129_20241228T100154_057191_070889_DBEF,Bamboo,2024-12-28,S1_VH,-13.877996676977403,"{""type"":""MultiPoint"",""coordinates"":[]}"
